*i,t,parameter,value
SMR,2041,fom,17.34977356
SMR,2042,fom,17.3276803
SMR,2043,fom,17.30558703
SMR,2044,fom,17.28349377
SMR,2045,fom,17.2614005
SMR,2046,fom,17.23930723
SMR,2047,fom,17.21721397
SMR,2048,fom,17.1951207
SMR,2049,fom,17.17302744
SMR,2050,fom,17.15093417
SMR_CCS,2010,fom,38.84825606
SMR_CCS,2011,fom,38.84825606
SMR_CCS,2012,fom,38.84825606
SMR_CCS,2013,fom,38.84825606
SMR_CCS,2014,fom,38.84825606
SMR_CCS,2015,fom,38.84825606
SMR_CCS,2016,fom,38.84825606
SMR_CCS,2017,fom,38.84825606
SMR_CCS,2018,fom,38.84825606
SMR_CCS,2019,fom,38.84825606
SMR_CCS,2020,fom,38.84825606
SMR_CCS,2021,fom,38.53747001
SMR_CCS,2022,fom,38.22668397
SMR_CCS,2023,fom,37.91589792
SMR_CCS,2024,fom,37.60511187
SMR_CCS,2025,fom,37.29432582
SMR_CCS,2026,fom,36.98353977
SMR_CCS,2027,fom,36.67275372
SMR_CCS,2028,fom,36.36196768
SMR_CCS,2029,fom,36.05118163
SMR_CCS,2030,fom,35.74039558
SMR_CCS,2031,fom,35.42960953
SMR_CCS,2032,fom,35.11882348
SMR_CCS,2033,fom,34.80803743
SMR_CCS,2034,fom,34.49725138
SMR_CCS,2035,fom,34.18646534
SMR_CCS,2036,fom,34.18646534
SMR_CCS,2037,fom,34.18646534
SMR_CCS,2038,fom,34.18646534
SMR_CCS,2039,fom,34.18646534
SMR_CCS,2040,fom,34.18646534
SMR_CCS,2041,fom,34.18646534
SMR_CCS,2042,fom,34.18646534
SMR_CCS,2043,fom,34.18646534
SMR_CCS,2044,fom,34.18646534
SMR_CCS,2045,fom,34.18646534
SMR_CCS,2046,fom,34.18646534
SMR_CCS,2047,fom,34.18646534
SMR_CCS,2048,fom,34.18646534
SMR_CCS,2049,fom,34.18646534
SMR_CCS,2050,fom,34.18646534
electrolyzer,2010,fom,36.7
electrolyzer,2011,fom,36.7
electrolyzer,2012,fom,36.7
electrolyzer,2013,fom,36.7
electrolyzer,2014,fom,36.7
electrolyzer,2015,fom,36.7
electrolyzer,2016,fom,36.7
electrolyzer,2017,fom,36.7
electrolyzer,2018,fom,36.7
electrolyzer,2019,fom,36.7
electrolyzer,2020,fom,36.7
electrolyzer,2021,fom,34.12
electrolyzer,2022,fom,31.54
electrolyzer,2023,fom,28.96
electrolyzer,2024,fom,26.38
electrolyzer,2025,fom,23.8
electrolyzer,2026,fom,23.8
electrolyzer,2027,fom,23.8
electrolyzer,2028,fom,23.8
electrolyzer,2029,fom,23.8
electrolyzer,2030,fom,23.8
electrolyzer,2031,fom,23.8
electrolyzer,2032,fom,23.8
electrolyzer,2033,fom,23.8
electrolyzer,2034,fom,23.8
electrolyzer,2035,fom,23.8
electrolyzer,2036,fom,23.8
electrolyzer,2037,fom,23.8
electrolyzer,2038,fom,23.8
electrolyzer,2039,fom,23.8
electrolyzer,2040,fom,23.8
electrolyzer,2041,fom,23.8
electrolyzer,2042,fom,23.8
electrolyzer,2043,fom,23.8
electrolyzer,2044,fom,23.8
electrolyzer,2045,fom,23.8
electrolyzer,2046,fom,23.8
electrolyzer,2047,fom,23.8
electrolyzer,2048,fom,23.8
electrolyzer,2049,fom,23.8
electrolyzer,2050,fom,23.8
SMR,2010,vom,0.074787694
SMR,2011,vom,0.074787694
SMR,2012,vom,0.074787694
SMR,2013,vom,0.074787694
SMR,2014,vom,0.074787694
SMR,2015,vom,0.074787694
SMR,2016,vom,0.074787694
SMR,2017,vom,0.074787694
SMR,2018,vom,0.074787694
SMR,2019,vom,0.074787694
SMR,2020,vom,0.074787694
SMR,2021,vom,0.074787694
SMR,2022,vom,0.074787694
SMR,2023,vom,0.074787694
SMR,2024,vom,0.074787694
SMR,2025,vom,0.074787694
SMR,2026,vom,0.074787694
SMR,2027,vom,0.074787694
SMR,2028,vom,0.074787694
SMR,2029,vom,0.074787694
SMR,2030,vom,0.074787694
SMR,2031,vom,0.074787694
SMR,2032,vom,0.074787694
SMR,2033,vom,0.074787694
SMR,2034,vom,0.074787694
SMR,2035,vom,0.074787694
SMR,2036,vom,0.074787694
SMR,2037,vom,0.074787694
SMR,2038,vom,0.074787694
SMR,2039,vom,0.074787694
SMR,2040,vom,0.074787694
SMR,2041,vom,0.074787694
SMR,2042,vom,0.074787694
SMR,2043,vom,0.074787694
SMR,2044,vom,0.074787694
SMR,2045,vom,0.074787694
SMR,2046,vom,0.074787694
SMR,2047,vom,0.074787694
SMR,2048,vom,0.074787694
SMR,2049,vom,0.074787694
SMR,2050,vom,0.074787694
SMR_CCS,2010,vom,0.076143668
SMR_CCS,2011,vom,0.076143668
SMR_CCS,2012,vom,0.076143668
SMR_CCS,2013,vom,0.076143668
SMR_CCS,2014,vom,0.076143668
SMR_CCS,2015,vom,0.076143668
SMR_CCS,2016,vom,0.076143668
SMR_CCS,2017,vom,0.076143668
SMR_CCS,2018,vom,0.076143668
SMR_CCS,2019,vom,0.076143668
SMR_CCS,2020,vom,0.076143668
SMR_CCS,2021,vom,0.076143668
SMR_CCS,2022,vom,0.076143668
SMR_CCS,2023,vom,0.076143668
SMR_CCS,2024,vom,0.076143668
SMR_CCS,2025,vom,0.076143668
SMR_CCS,2026,vom,0.076143668
SMR_CCS,2027,vom,0.076143668
SMR_CCS,2028,vom,0.076143668
SMR_CCS,2029,vom,0.076143668
SMR_CCS,2030,vom,0.076143668
SMR_CCS,2031,vom,0.076143668
SMR_CCS,2032,vom,0.076143668
SMR_CCS,2033,vom,0.076143668
SMR_CCS,2034,vom,0.076143668
SMR_CCS,2035,vom,0.076143668
SMR_CCS,2036,vom,0.076143668
SMR_CCS,2037,vom,0.076143668
SMR_CCS,2038,vom,0.076143668
SMR_CCS,2039,vom,0.076143668
SMR_CCS,2040,vom,0.076143668
SMR_CCS,2041,vom,0.076143668
SMR_CCS,2042,vom,0.076143668
SMR_CCS,2043,vom,0.076143668
SMR_CCS,2044,vom,0.076143668
SMR_CCS,2045,vom,0.076143668
SMR_CCS,2046,vom,0.076143668
SMR_CCS,2047,vom,0.076143668
SMR_CCS,2048,vom,0.076143668
SMR_CCS,2049,vom,0.076143668
SMR_CCS,2050,vom,0.076143668
electrolyzer,2010,vom,0
electrolyzer,2011,vom,0
electrolyzer,2012,vom,0
electrolyzer,2013,vom,0
electrolyzer,2014,vom,0
electrolyzer,2015,vom,0
electrolyzer,2016,vom,0
electrolyzer,2017,vom,0
electrolyzer,2018,vom,0
electrolyzer,2019,vom,0
electrolyzer,2020,vom,0
electrolyzer,2021,vom,0
electrolyzer,2022,vom,0
electrolyzer,2023,vom,0
electrolyzer,2024,vom,0
electrolyzer,2025,vom,0
electrolyzer,2026,vom,0
electrolyzer,2027,vom,0
electrolyzer,2028,vom,0
electrolyzer,2029,vom,0
electrolyzer,2030,vom,0
electrolyzer,2031,vom,0
electrolyzer,2032,vom,0
electrolyzer,2033,vom,0
electrolyzer,2034,vom,0
electrolyzer,2035,vom,0
electrolyzer,2036,vom,0
electrolyzer,2037,vom,0
electrolyzer,2038,vom,0
electrolyzer,2039,vom,0
electrolyzer,2040,vom,0
electrolyzer,2041,vom,0
electrolyzer,2042,vom,0
electrolyzer,2043,vom,0
electrolyzer,2044,vom,0
electrolyzer,2045,vom,0
electrolyzer,2046,vom,0
electrolyzer,2047,vom,0
electrolyzer,2048,vom,0
electrolyzer,2049,vom,0
electrolyzer,2050,vom,0
SMR,2010,ele_efficiency,0.88
SMR,2011,ele_efficiency,0.88
SMR,2012,ele_efficiency,0.88
SMR,2013,ele_efficiency,0.88
SMR,2014,ele_efficiency,0.88
SMR,2015,ele_efficiency,0.88
SMR,2016,ele_efficiency,0.88
SMR,2017,ele_efficiency,0.88
SMR,2018,ele_efficiency,0.88
SMR,2019,ele_efficiency,0.88
SMR,2020,ele_efficiency,0.88
SMR,2021,ele_efficiency,0.88
SMR,2022,ele_efficiency,0.88
SMR,2023,ele_efficiency,0.88
SMR,2024,ele_efficiency,0.88
SMR,2025,ele_efficiency,0.88
SMR,2026,ele_efficiency,0.88
SMR,2027,ele_efficiency,0.88
SMR,2028,ele_efficiency,0.88
SMR,2029,ele_efficiency,0.88
SMR,2030,ele_efficiency,0.88
SMR,2031,ele_efficiency,0.88
SMR,2032,ele_efficiency,0.88
SMR,2033,ele_efficiency,0.88
SMR,2034,ele_efficiency,0.88
SMR,2035,ele_efficiency,0.88
SMR,2036,ele_efficiency,0.88
SMR,2037,ele_efficiency,0.88
SMR,2038,ele_efficiency,0.88
SMR,2039,ele_efficiency,0.88
SMR,2040,ele_efficiency,0.88
SMR,2041,ele_efficiency,0.88
SMR,2042,ele_efficiency,0.88
SMR,2043,ele_efficiency,0.88
SMR,2044,ele_efficiency,0.88
SMR,2045,ele_efficiency,0.88
SMR,2046,ele_efficiency,0.88
SMR,2047,ele_efficiency,0.88
SMR,2048,ele_efficiency,0.88
SMR,2049,ele_efficiency,0.88
SMR,2050,ele_efficiency,0.88
SMR_CCS,2010,ele_efficiency,1.9
SMR_CCS,2011,ele_efficiency,1.9
SMR_CCS,2012,ele_efficiency,1.9
SMR_CCS,2013,ele_efficiency,1.9
SMR_CCS,2014,ele_efficiency,1.9
SMR_CCS,2015,ele_efficiency,1.9
SMR_CCS,2016,ele_efficiency,1.9
SMR_CCS,2017,ele_efficiency,1.9
SMR_CCS,2018,ele_efficiency,1.9
SMR_CCS,2019,ele_efficiency,1.9
SMR_CCS,2020,ele_efficiency,1.9
SMR_CCS,2021,ele_efficiency,1.9
SMR_CCS,2022,ele_efficiency,1.9
SMR_CCS,2023,ele_efficiency,1.9
SMR_CCS,2024,ele_efficiency,1.9
SMR_CCS,2025,ele_efficiency,1.9
SMR_CCS,2026,ele_efficiency,1.9
SMR_CCS,2027,ele_efficiency,1.9
SMR_CCS,2028,ele_efficiency,1.9
SMR_CCS,2029,ele_efficiency,1.9
SMR_CCS,2030,ele_efficiency,1.9
SMR_CCS,2031,ele_efficiency,1.9
SMR_CCS,2032,ele_efficiency,1.9
SMR_CCS,2033,ele_efficiency,1.9
SMR_CCS,2034,ele_efficiency,1.9
SMR_CCS,2035,ele_efficiency,1.9
SMR_CCS,2036,ele_efficiency,1.9
SMR_CCS,2037,ele_efficiency,1.9
SMR_CCS,2038,ele_efficiency,1.9
SMR_CCS,2039,ele_efficiency,1.9
SMR_CCS,2040,ele_efficiency,1.9
SMR_CCS,2041,ele_efficiency,1.9
SMR_CCS,2042,ele_efficiency,1.9
SMR_CCS,2043,ele_efficiency,1.9
SMR_CCS,2044,ele_efficiency,1.9
SMR_CCS,2045,ele_efficiency,1.9
SMR_CCS,2046,ele_efficiency,1.9
SMR_CCS,2047,ele_efficiency,1.9
SMR_CCS,2048,ele_efficiency,1.9
SMR_CCS,2049,ele_efficiency,1.9
SMR_CCS,2050,ele_efficiency,1.9
electrolyzer,2010,ele_efficiency,56.1
electrolyzer,2011,ele_efficiency,56.1
electrolyzer,2012,ele_efficiency,56.1
electrolyzer,2013,ele_efficiency,56.1
electrolyzer,2014,ele_efficiency,56.1
electrolyzer,2015,ele_efficiency,56.1
electrolyzer,2016,ele_efficiency,56.1
electrolyzer,2017,ele_efficiency,56.1
electrolyzer,2018,ele_efficiency,56.1
electrolyzer,2019,ele_efficiency,56.1
electrolyzer,2020,ele_efficiency,56.1
electrolyzer,2021,ele_efficiency,55.24
electrolyzer,2022,ele_efficiency,54.38
electrolyzer,2023,ele_efficiency,53.52
electrolyzer,2024,ele_efficiency,52.66
electrolyzer,2025,ele_efficiency,51.8
electrolyzer,2026,ele_efficiency,51.6
electrolyzer,2027,ele_efficiency,51.4
electrolyzer,2028,ele_efficiency,51.2
electrolyzer,2029,ele_efficiency,51
electrolyzer,2030,ele_efficiency,50.8
electrolyzer,2031,ele_efficiency,50.6
electrolyzer,2032,ele_efficiency,50.4
electrolyzer,2033,ele_efficiency,50.2
electrolyzer,2034,ele_efficiency,50
electrolyzer,2035,ele_efficiency,49.8
electrolyzer,2036,ele_efficiency,49.6
electrolyzer,2037,ele_efficiency,49.4
electrolyzer,2038,ele_efficiency,49.2
electrolyzer,2039,ele_efficiency,49
electrolyzer,2040,ele_efficiency,48.8
electrolyzer,2041,ele_efficiency,48.6
electrolyzer,2042,ele_efficiency,48.4
electrolyzer,2043,ele_efficiency,48.2
electrolyzer,2044,ele_efficiency,48
electrolyzer,2045,ele_efficiency,47.8
electrolyzer,2046,ele_efficiency,47.6
electrolyzer,2047,ele_efficiency,47.4
electrolyzer,2048,ele_efficiency,47.2
electrolyzer,2049,ele_efficiency,47
electrolyzer,2050,ele_efficiency,46.8
SMR,2010,gas_efficiency,0.1924
SMR,2011,gas_efficiency,0.1924
SMR,2012,gas_efficiency,0.1924
SMR,2013,gas_efficiency,0.1924
SMR,2014,gas_efficiency,0.1924
SMR,2015,gas_efficiency,0.1924
SMR,2016,gas_efficiency,0.1924
SMR,2017,gas_efficiency,0.1924
SMR,2018,gas_efficiency,0.1924
SMR,2019,gas_efficiency,0.1924
SMR,2020,gas_efficiency,0.1924
SMR,2021,gas_efficiency,0.1924
SMR,2022,gas_efficiency,0.1924
SMR,2023,gas_efficiency,0.1924
SMR,2024,gas_efficiency,0.1924
SMR,2025,gas_efficiency,0.1924
SMR,2026,gas_efficiency,0.1924
SMR,2027,gas_efficiency,0.1924
SMR,2028,gas_efficiency,0.1924
SMR,2029,gas_efficiency,0.1924
SMR,2030,gas_efficiency,0.1924
SMR,2031,gas_efficiency,0.1924
SMR,2032,gas_efficiency,0.1924
SMR,2033,gas_efficiency,0.1924
SMR,2034,gas_efficiency,0.1924
SMR,2035,gas_efficiency,0.1924
SMR,2036,gas_efficiency,0.1924
SMR,2037,gas_efficiency,0.1924
SMR,2038,gas_efficiency,0.1924
SMR,2039,gas_efficiency,0.1924
SMR,2040,gas_efficiency,0.1924
SMR,2041,gas_efficiency,0.1924
SMR,2042,gas_efficiency,0.1924
SMR,2043,gas_efficiency,0.1924
SMR,2044,gas_efficiency,0.1924
SMR,2045,gas_efficiency,0.1924
SMR,2046,gas_efficiency,0.1924
SMR,2047,gas_efficiency,0.1924
SMR,2048,gas_efficiency,0.1924
SMR,2049,gas_efficiency,0.1924
SMR,2050,gas_efficiency,0.1924
SMR_CCS,2010,gas_efficiency,0.1924
SMR_CCS,2011,gas_efficiency,0.1924
SMR_CCS,2012,gas_efficiency,0.1924
SMR_CCS,2013,gas_efficiency,0.1924
SMR_CCS,2014,gas_efficiency,0.1924
SMR_CCS,2015,gas_efficiency,0.1924
SMR_CCS,2016,gas_efficiency,0.1924
SMR_CCS,2017,gas_efficiency,0.1924
SMR_CCS,2018,gas_efficiency,0.1924
SMR_CCS,2019,gas_efficiency,0.1924
SMR_CCS,2020,gas_efficiency,0.1924
SMR_CCS,2021,gas_efficiency,0.1924
SMR_CCS,2022,gas_efficiency,0.1924
SMR_CCS,2023,gas_efficiency,0.1924
SMR_CCS,2024,gas_efficiency,0.1924
SMR_CCS,2025,gas_efficiency,0.1924
SMR_CCS,2026,gas_efficiency,0.1924
SMR_CCS,2027,gas_efficiency,0.1924
SMR_CCS,2028,gas_efficiency,0.1924
SMR_CCS,2029,gas_efficiency,0.1924
SMR_CCS,2030,gas_efficiency,0.1924
SMR_CCS,2031,gas_efficiency,0.1924
SMR_CCS,2032,gas_efficiency,0.1924
SMR_CCS,2033,gas_efficiency,0.1924
SMR_CCS,2034,gas_efficiency,0.1924
SMR_CCS,2035,gas_efficiency,0.1924
SMR_CCS,2036,gas_efficiency,0.1924
SMR_CCS,2037,gas_efficiency,0.1924
SMR_CCS,2038,gas_efficiency,0.1924
SMR_CCS,2039,gas_efficiency,0.1924
SMR_CCS,2040,gas_efficiency,0.1924
SMR_CCS,2041,gas_efficiency,0.1924
SMR_CCS,2042,gas_efficiency,0.1924
SMR_CCS,2043,gas_efficiency,0.1924
SMR_CCS,2044,gas_efficiency,0.1924
SMR_CCS,2045,gas_efficiency,0.1924
SMR_CCS,2046,gas_efficiency,0.1924
SMR_CCS,2047,gas_efficiency,0.1924
SMR_CCS,2048,gas_efficiency,0.1924
SMR_CCS,2049,gas_efficiency,0.1924
SMR_CCS,2050,gas_efficiency,0.1924
electrolyzer,2010,gas_efficiency,0
electrolyzer,2011,gas_efficiency,0
electrolyzer,2012,gas_efficiency,0
electrolyzer,2013,gas_efficiency,0
electrolyzer,2014,gas_efficiency,0
electrolyzer,2015,gas_efficiency,0
electrolyzer,2016,gas_efficiency,0
electrolyzer,2017,gas_efficiency,0
electrolyzer,2018,gas_efficiency,0
electrolyzer,2019,gas_efficiency,0
electrolyzer,2020,gas_efficiency,0
electrolyzer,2021,gas_efficiency,0
electrolyzer,2022,gas_efficiency,0
electrolyzer,2023,gas_efficiency,0
electrolyzer,2024,gas_efficiency,0
electrolyzer,2025,gas_efficiency,0
electrolyzer,2026,gas_efficiency,0
electrolyzer,2027,gas_efficiency,0
electrolyzer,2028,gas_efficiency,0
electrolyzer,2029,gas_efficiency,0
electrolyzer,2030,gas_efficiency,0
electrolyzer,2031,gas_efficiency,0
electrolyzer,2032,gas_efficiency,0
electrolyzer,2033,gas_efficiency,0
electrolyzer,2034,gas_efficiency,0
electrolyzer,2035,gas_efficiency,0
electrolyzer,2036,gas_efficiency,0
electrolyzer,2037,gas_efficiency,0
electrolyzer,2038,gas_efficiency,0
electrolyzer,2039,gas_efficiency,0
electrolyzer,2040,gas_efficiency,0
electrolyzer,2041,gas_efficiency,0
electrolyzer,2042,gas_efficiency,0
electrolyzer,2043,gas_efficiency,0
electrolyzer,2044,gas_efficiency,0
electrolyzer,2045,gas_efficiency,0
electrolyzer,2046,gas_efficiency,0
electrolyzer,2047,gas_efficiency,0
electrolyzer,2048,gas_efficiency,0
electrolyzer,2049,gas_efficiency,0
electrolyzer,2050,gas_efficiency,0
DAC,2010,cost_cap,730
DAC,2011,cost_cap,730
DAC,2012,cost_cap,730
DAC,2013,cost_cap,730
DAC,2014,cost_cap,730
DAC,2015,cost_cap,730
DAC,2016,cost_cap,730
DAC,2017,cost_cap,730
DAC,2018,cost_cap,730
DAC,2019,cost_cap,730
DAC,2020,cost_cap,730
DAC,2021,cost_cap,675.9
DAC,2022,cost_cap,621.8
DAC,2023,cost_cap,567.7
DAC,2024,cost_cap,513.6
DAC,2025,cost_cap,459.5
DAC,2026,cost_cap,405.4
DAC,2027,cost_cap,351.3
DAC,2028,cost_cap,297.2
DAC,2029,cost_cap,243.1
DAC,2030,cost_cap,189
DAC,2031,cost_cap,181.1
DAC,2032,cost_cap,173.2
DAC,2033,cost_cap,165.3
DAC,2034,cost_cap,157.4
DAC,2035,cost_cap,149.5
DAC,2036,cost_cap,141.6
DAC,2037,cost_cap,133.7
DAC,2038,cost_cap,125.8
DAC,2039,cost_cap,117.9
DAC,2040,cost_cap,110
DAC,2041,cost_cap,107.4
DAC,2042,cost_cap,104.8
DAC,2043,cost_cap,102.2
DAC,2044,cost_cap,99.6
DAC,2045,cost_cap,97
DAC,2046,cost_cap,94.4
DAC,2047,cost_cap,91.8
DAC,2048,cost_cap,89.2
DAC,2049,cost_cap,86.6
DAC,2050,cost_cap,84
DAC,2010,cost_cap_conservative,730
DAC,2011,cost_cap_conservative,730
DAC,2012,cost_cap_conservative,730
DAC,2013,cost_cap_conservative,730
DAC,2014,cost_cap_conservative,730
DAC,2015,cost_cap_conservative,730
DAC,2016,cost_cap_conservative,730
DAC,2017,cost_cap_conservative,730
DAC,2018,cost_cap_conservative,730
DAC,2019,cost_cap_conservative,730
DAC,2020,cost_cap_conservative,730
DAC,2021,cost_cap_conservative,690.8
DAC,2022,cost_cap_conservative,651.6
DAC,2023,cost_cap_conservative,612.4
DAC,2024,cost_cap_conservative,573.2
DAC,2025,cost_cap_conservative,534
DAC,2026,cost_cap_conservative,494.8
DAC,2027,cost_cap_conservative,455.6
DAC,2028,cost_cap_conservative,416.4
DAC,2029,cost_cap_conservative,377.2
DAC,2030,cost_cap_conservative,338
DAC,2031,cost_cap_conservative,327.9
DAC,2032,cost_cap_conservative,317.8
DAC,2033,cost_cap_conservative,307.7
DAC,2034,cost_cap_conservative,297.6
DAC,2035,cost_cap_conservative,287.5
DAC,2036,cost_cap_conservative,277.4
DAC,2037,cost_cap_conservative,267.3
DAC,2038,cost_cap_conservative,257.2
DAC,2039,cost_cap_conservative,247.1
DAC,2040,cost_cap_conservative,237
DAC,2041,cost_cap_conservative,233.2
DAC,2042,cost_cap_conservative,229.4
DAC,2043,cost_cap_conservative,225.6
DAC,2044,cost_cap_conservative,221.8
DAC,2045,cost_cap_conservative,218
DAC,2046,cost_cap_conservative,214.2
DAC,2047,cost_cap_conservative,210.4
DAC,2048,cost_cap_conservative,206.6
DAC,2049,cost_cap_conservative,202.8
DAC,2050,cost_cap_conservative,199
SMR,2010,stortran_adder,310
SMR,2011,stortran_adder,310
SMR,2012,stortran_adder,310
SMR,2013,stortran_adder,310
SMR,2014,stortran_adder,310
SMR,2015,stortran_adder,310
SMR,2016,stortran_adder,310
SMR,2017,stortran_adder,310
SMR,2018,stortran_adder,310
SMR,2019,stortran_adder,310
SMR,2020,stortran_adder,310
SMR,2021,stortran_adder,294
SMR,2022,stortran_adder,278
SMR,2023,stortran_adder,262
SMR,2024,stortran_adder,246
SMR,2025,stortran_adder,230
SMR,2026,stortran_adder,214
SMR,2027,stortran_adder,198
SMR,2028,stortran_adder,182
SMR,2029,stortran_adder,166
SMR,2030,stortran_adder,150
SMR,2031,stortran_adder,147
SMR,2032,stortran_adder,144
SMR,2033,stortran_adder,141
SMR,2034,stortran_adder,138
SMR,2035,stortran_adder,135
SMR,2036,stortran_adder,132
SMR,2037,stortran_adder,129
SMR,2038,stortran_adder,126
SMR,2039,stortran_adder,123
