idx_hr,hr,d
200,hr9,d9
201,hr10,d9
202,hr11,d9
203,hr12,d9
204,hr13,d9
205,hr14,d9
206,hr15,d9
207,hr16,d9
208,hr17,d9
209,hr18,d9
210,hr19,d9
211,hr20,d9
212,hr21,d9
213,hr22,d9
214,hr23,d9
215,hr24,d9
216,hr1,d10
217,hr2,d10
218,hr3,d10
219,hr4,d10
220,hr5,d10
221,hr6,d10
222,hr7,d10
223,hr8,d10
224,hr9,d10
225,hr10,d10
226,hr11,d10
227,hr12,d10
228,hr13,d10
229,hr14,d10
230,hr15,d10
231,hr16,d10
232,hr17,d10
233,hr18,d10
234,hr19,d10
235,hr20,d10
236,hr21,d10
237,hr22,d10
238,hr23,d10
239,hr24,d10
240,hr1,d11
241,hr2,d11
242,hr3,d11
243,hr4,d11
244,hr5,d11
245,hr6,d11
246,hr7,d11
247,hr8,d11
248,hr9,d11
249,hr10,d11
250,hr11,d11
251,hr12,d11
252,hr13,d11
253,hr14,d11
254,hr15,d11
255,hr16,d11
256,hr17,d11
257,hr18,d11
258,hr19,d11
259,hr20,d11
260,hr21,d11
261,hr22,d11
262,hr23,d11
263,hr24,d11
264,hr1,d12
265,hr2,d12
266,hr3,d12
267,hr4,d12
268,hr5,d12
269,hr6,d12
270,hr7,d12
271,hr8,d12
272,hr9,d12
273,hr10,d12
274,hr11,d12
275,hr12,d12
276,hr13,d12
277,hr14,d12
278,hr15,d12
279,hr16,d12
280,hr17,d12
281,hr18,d12
282,hr19,d12
283,hr20,d12
284,hr21,d12
285,hr22,d12
286,hr23,d12
287,hr24,d12
288,hr1,d13
289,hr2,d13
290,hr3,d13
291,hr4,d13
292,hr5,d13
293,hr6,d13
294,hr7,d13
295,hr8,d13
296,hr9,d13
297,hr10,d13
298,hr11,d13
299,hr12,d13
300,hr13,d13
301,hr14,d13
302,hr15,d13
303,hr16,d13
304,hr17,d13
305,hr18,d13
306,hr19,d13
307,hr20,d13
308,hr21,d13
309,hr22,d13
310,hr23,d13
311,hr24,d13
312,hr1,d14
313,hr2,d14
314,hr3,d14
315,hr4,d14
316,hr5,d14
317,hr6,d14
318,hr7,d14
319,hr8,d14
320,hr9,d14
321,hr10,d14
322,hr11,d14
323,hr12,d14
324,hr13,d14
325,hr14,d14
326,hr15,d14
327,hr16,d14
328,hr17,d14
329,hr18,d14
330,hr19,d14
331,hr20,d14
332,hr21,d14
333,hr22,d14
334,hr23,d14
335,hr24,d14
336,hr1,d15
337,hr2,d15
338,hr3,d15
339,hr4,d15
340,hr5,d15
341,hr6,d15
342,hr7,d15
343,hr8,d15
344,hr9,d15
345,hr10,d15
346,hr11,d15
347,hr12,d15
348,hr13,d15
349,hr14,d15
350,hr15,d15
351,hr16,d15
352,hr17,d15
353,hr18,d15
354,hr19,d15
355,hr20,d15
356,hr21,d15
357,hr22,d15
358,hr23,d15
359,hr24,d15
360,hr1,d16
361,hr2,d16
362,hr3,d16
363,hr4,d16
364,hr5,d16
365,hr6,d16
366,hr7,d16
367,hr8,d16
368,hr9,d16
369,hr10,d16
370,hr11,d16
371,hr12,d16
372,hr13,d16
373,hr14,d16
374,hr15,d16
375,hr16,d16
376,hr17,d16
377,hr18,d16
378,hr19,d16
379,hr20,d16
380,hr21,d16
381,hr22,d16
382,hr23,d16
383,hr24,d16
384,hr1,d17
385,hr2,d17
386,hr3,d17
387,hr4,d17
388,hr5,d17
389,hr6,d17
390,hr7,d17
391,hr8,d17
392,hr9,d17
393,hr10,d17
394,hr11,d17
395,hr12,d17
396,hr13,d17
397,hr14,d17
398,hr15,d17
399,hr16,d17
400,hr17,d17
401,hr18,d17
402,hr19,d17
403,hr20,d17
404,hr21,d17
405,hr22,d17
406,hr23,d17
407,hr24,d17
408,hr1,d18
409,hr2,d18
410,hr3,d18
411,hr4,d18
412,hr5,d18
413,hr6,d18
414,hr7,d18
415,hr8,d18
416,hr9,d18
417,hr10,d18
418,hr11,d18
419,hr12,d18
420,hr13,d18
421,hr14,d18
422,hr15,d18
423,hr16,d18
424,hr17,d18
425,hr18,d18
426,hr19,d18
427,hr20,d18
428,hr21,d18
429,hr22,d18
430,hr23,d18
431,hr24,d18
432,hr1,d19
433,hr2,d19
434,hr3,d19
435,hr4,d19
436,hr5,d19
437,hr6,d19
438,hr7,d19
439,hr8,d19
440,hr9,d19
441,hr10,d19
442,hr11,d19
443,hr12,d19
444,hr13,d19
445,hr14,d19
446,hr15,d19
447,hr16,d19
448,hr17,d19
449,hr18,d19
450,hr19,d19
451,hr20,d19
452,hr21,d19
453,hr22,d19
454,hr23,d19
455,hr24,d19
456,hr1,d20
457,hr2,d20
458,hr3,d20
459,hr4,d20
460,hr5,d20
461,hr6,d20
462,hr7,d20
463,hr8,d20
464,hr9,d20
465,hr10,d20
466,hr11,d20
467,hr12,d20
468,hr13,d20
469,hr14,d20
470,hr15,d20
471,hr16,d20
472,hr17,d20
473,hr18,d20
474,hr19,d20
475,hr20,d20
476,hr21,d20
477,hr22,d20
478,hr23,d20
479,hr24,d20
480,hr1,d21
481,hr2,d21
482,hr3,d21
483,hr4,d21
484,hr5,d21
485,hr6,d21
486,hr7,d21
487,hr8,d21
488,hr9,d21
489,hr10,d21
490,hr11,d21
491,hr12,d21
492,hr13,d21
493,hr14,d21
494,hr15,d21
495,hr16,d21
496,hr17,d21
497,hr18,d21
498,hr19,d21
499,hr20,d21
500,hr21,d21
501,hr22,d21
502,hr23,d21
503,hr24,d21
504,hr1,d22
505,hr2,d22
506,hr3,d22
507,hr4,d22
508,hr5,d22
509,hr6,d22
510,hr7,d22
511,hr8,d22
512,hr9,d22
513,hr10,d22
514,hr11,d22
515,hr12,d22
516,hr13,d22
517,hr14,d22
518,hr15,d22
519,hr16,d22
520,hr17,d22
521,hr18,d22
522,hr19,d22
523,hr20,d22
524,hr21,d22
525,hr22,d22
526,hr23,d22
527,hr24,d22
528,hr1,d23
529,hr2,d23
530,hr3,d23
531,hr4,d23
532,hr5,d23
533,hr6,d23
534,hr7,d23
535,hr8,d23
536,hr9,d23
537,hr10,d23
538,hr11,d23
539,hr12,d23
540,hr13,d23
541,hr14,d23
542,hr15,d23
543,hr16,d23
544,hr17,d23
545,hr18,d23
546,hr19,d23
547,hr20,d23
548,hr21,d23
549,hr22,d23
550,hr23,d23
551,hr24,d23
552,hr1,d24
553,hr2,d24
554,hr3,d24
555,hr4,d24
556,hr5,d24
557,hr6,d24
558,hr7,d24
559,hr8,d24
560,hr9,d24
561,hr10,d24
562,hr11,d24
563,hr12,d24
564,hr13,d24
565,hr14,d24
566,hr15,d24
567,hr16,d24
568,hr17,d24
569,hr18,d24
570,hr19,d24
571,hr20,d24
572,hr21,d24
573,hr22,d24
574,hr23,d24
575,hr24,d24
576,hr1,d25
577,hr2,d25
578,hr3,d25
579,hr4,d25
580,hr5,d25
581,hr6,d25
582,hr7,d25
583,hr8,d25
584,hr9,d25
585,hr10,d25
586,hr11,d25
587,hr12,d25
588,hr13,d25
589,hr14,d25
590,hr15,d25
591,hr16,d25
592,hr17,d25
593,hr18,d25
594,hr19,d25
595,hr20,d25
596,hr21,d25
597,hr22,d25
598,hr23,d25
599,hr24,d25
600,hr1,d26
601,hr2,d26
602,hr3,d26
603,hr4,d26
604,hr5,d26
605,hr6,d26
606,hr7,d26
607,hr8,d26
608,hr9,d26
609,hr10,d26
610,hr11,d26
611,hr12,d26
612,hr13,d26
613,hr14,d26
614,hr15,d26
615,hr16,d26
616,hr17,d26
617,hr18,d26
618,hr19,d26
619,hr20,d26
620,hr21,d26
621,hr22,d26
622,hr23,d26
623,hr24,d26
624,hr1,d27
625,hr2,d27
626,hr3,d27
627,hr4,d27
628,hr5,d27
629,hr6,d27
630,hr7,d27
631,hr8,d27
632,hr9,d27
633,hr10,d27
634,hr11,d27
635,hr12,d27
636,hr13,d27
637,hr14,d27
638,hr15,d27
639,hr16,d27
640,hr17,d27
641,hr18,d27
642,hr19,d27
643,hr20,d27
644,hr21,d27
645,hr22,d27
646,hr23,d27
647,hr24,d27
648,hr1,d28
649,hr2,d28
650,hr3,d28
651,hr4,d28
652,hr5,d28
653,hr6,d28
654,hr7,d28
655,hr8,d28
656,hr9,d28
657,hr10,d28
658,hr11,d28
659,hr12,d28
660,hr13,d28
661,hr14,d28
662,hr15,d28
663,hr16,d28
664,hr17,d28
665,hr18,d28
666,hr19,d28
667,hr20,d28
668,hr21,d28
669,hr22,d28
670,hr23,d28
671,hr24,d28
672,hr1,d29
673,hr2,d29
674,hr3,d29
675,hr4,d29
676,hr5,d29
677,hr6,d29
678,hr7,d29
679,hr8,d29
680,hr9,d29
681,hr10,d29
682,hr11,d29
683,hr12,d29
684,hr13,d29
685,hr14,d29
686,hr15,d29
687,hr16,d29
688,hr17,d29
689,hr18,d29
690,hr19,d29
691,hr20,d29
692,hr21,d29
693,hr22,d29
694,hr23,d29
695,hr24,d29
696,hr1,d30
697,hr2,d30
698,hr3,d30
699,hr4,d30
700,hr5,d30
701,hr6,d30
702,hr7,d30
703,hr8,d30
704,hr9,d30
705,hr10,d30
706,hr11,d30
707,hr12,d30
708,hr13,d30
709,hr14,d30
710,hr15,d30
711,hr16,d30
712,hr17,d30
713,hr18,d30
714,hr19,d30
715,hr20,d30
716,hr21,d30
717,hr22,d30
718,hr23,d30
719,hr24,d30
720,hr1,d31
721,hr2,d31
722,hr3,d31
723,hr4,d31
724,hr5,d31
725,hr6,d31
726,hr7,d31
727,hr8,d31
728,hr9,d31
729,hr10,d31
730,hr11,d31
731,hr12,d31
732,hr13,d31
733,hr14,d31
734,hr15,d31
735,hr16,d31
736,hr17,d31
737,hr18,d31
738,hr19,d31
739,hr20,d31
740,hr21,d31
741,hr22,d31
742,hr23,d31
743,hr24,d31
744,hr1,d32
745,hr2,d32
746,hr3,d32
747,hr4,d32
748,hr5,d32
749,hr6,d32
750,hr7,d32
751,hr8,d32
752,hr9,d32
753,hr10,d32
754,hr11,d32
755,hr12,d32
756,hr13,d32
757,hr14,d32
758,hr15,d32
759,hr16,d32
760,hr17,d32
761,hr18,d32
762,hr19,d32
763,hr20,d32
764,hr21,d32
765,hr22,d32
766,hr23,d32
767,hr24,d32
768,hr1,d33
769,hr2,d33
770,hr3,d33
771,hr4,d33
772,hr5,d33
773,hr6,d33
774,hr7,d33
775,hr8,d33
776,hr9,d33
777,hr10,d33
778,hr11,d33
779,hr12,d33
780,hr13,d33
781,hr14,d33
782,hr15,d33
783,hr16,d33
784,hr17,d33
785,hr18,d33
786,hr19,d33
787,hr20,d33
788,hr21,d33
789,hr22,d33
790,hr23,d33
791,hr24,d33
792,hr1,d34
793,hr2,d34
794,hr3,d34
795,hr4,d34
796,hr5,d34
797,hr6,d34
798,hr7,d34
799,hr8,d34
800,hr9,d34
801,hr10,d34
802,hr11,d34
803,hr12,d34
804,hr13,d34
805,hr14,d34
806,hr15,d34
807,hr16,d34
808,hr17,d34
809,hr18,d34
810,hr19,d34
811,hr20,d34
812,hr21,d34
813,hr22,d34
814,hr23,d34
815,hr24,d34
816,hr1,d35
817,hr2,d35
818,hr3,d35
819,hr4,d35
820,hr5,d35
821,hr6,d35
822,hr7,d35
823,hr8,d35
824,hr9,d35
825,hr10,d35
826,hr11,d35
827,hr12,d35
828,hr13,d35
829,hr14,d35
830,hr15,d35
831,hr16,d35
832,hr17,d35
833,hr18,d35
834,hr19,d35
835,hr20,d35
836,hr21,d35
837,hr22,d35
838,hr23,d35
839,hr24,d35
840,hr1,d36
841,hr2,d36
842,hr3,d36
843,hr4,d36
844,hr5,d36
845,hr6,d36
846,hr7,d36
847,hr8,d36
848,hr9,d36
849,hr10,d36
850,hr11,d36
851,hr12,d36
852,hr13,d36
853,hr14,d36
854,hr15,d36
855,hr16,d36
856,hr17,d36
857,hr18,d36
858,hr19,d36
859,hr20,d36
860,hr21,d36
861,hr22,d36
862,hr23,d36
863,hr24,d36
864,hr1,d37
865,hr2,d37
866,hr3,d37
867,hr4,d37
868,hr5,d37
869,hr6,d37
870,hr7,d37
871,hr8,d37
872,hr9,d37
873,hr10,d37
874,hr11,d37
875,hr12,d37
876,hr13,d37
877,hr14,d37
878,hr15,d37
879,hr16,d37
880,hr17,d37
881,hr18,d37
882,hr19,d37
883,hr20,d37
884,hr21,d37
885,hr22,d37
886,hr23,d37
887,hr24,d37
888,hr1,d38
889,hr2,d38
890,hr3,d38
891,hr4,d38
892,hr5,d38
893,hr6,d38
894,hr7,d38
895,hr8,d38
896,hr9,d38
897,hr10,d38
898,hr11,d38
899,hr12,d38
900,hr13,d38
901,hr14,d38
902,hr15,d38
903,hr16,d38
904,hr17,d38
905,hr18,d38
906,hr19,d38
907,hr20,d38
908,hr21,d38
909,hr22,d38
910,hr23,d38
911,hr24,d38
912,hr1,d39
913,hr2,d39
914,hr3,d39
915,hr4,d39
916,hr5,d39
917,hr6,d39
918,hr7,d39
919,hr8,d39
920,hr9,d39
921,hr10,d39
922,hr11,d39
923,hr12,d39
924,hr13,d39
925,hr14,d39
926,hr15,d39
927,hr16,d39
928,hr17,d39
929,hr18,d39
930,hr19,d39
931,hr20,d39
932,hr21,d39
933,hr22,d39
934,hr23,d39
935,hr24,d39
936,hr1,d40
937,hr2,d40
938,hr3,d40
939,hr4,d40
940,hr5,d40
941,hr6,d40
942,hr7,d40
943,hr8,d40
944,hr9,d40
945,hr10,d40
946,hr11,d40
947,hr12,d40
948,hr13,d40
949,hr14,d40
950,hr15,d40
951,hr16,d40
952,hr17,d40
953,hr18,d40
954,hr19,d40
955,hr20,d40
956,hr21,d40
957,hr22,d40
958,hr23,d40
959,hr24,d40
960,hr1,d41
961,hr2,d41
962,hr3,d41
963,hr4,d41
964,hr5,d41
965,hr6,d41
966,hr7,d41
967,hr8,d41
968,hr9,d41
969,hr10,d41
970,hr11,d41
971,hr12,d41
972,hr13,d41
973,hr14,d41
974,hr15,d41
975,hr16,d41
976,hr17,d41
977,hr18,d41
978,hr19,d41
979,hr20,d41
980,hr21,d41
981,hr22,d41
982,hr23,d41
983,hr24,d41
984,hr1,d42
985,hr2,d42
986,hr3,d42
987,hr4,d42
988,hr5,d42
989,hr6,d42
990,hr7,d42
991,hr8,d42
992,hr9,d42
993,hr10,d42
994,hr11,d42
995,hr12,d42
996,hr13,d42
997,hr14,d42
998,hr15,d42
999,hr16,d42
1000,hr17,d42
1001,hr18,d42
1002,hr19,d42
1003,hr20,d42
1004,hr21,d42
1005,hr22,d42
1006,hr23,d42
1007,hr24,d42
1008,hr1,d43
1009,hr2,d43
1010,hr3,d43
1011,hr4,d43
1012,hr5,d43
1013,hr6,d43
1014,hr7,d43
1015,hr8,d43
1016,hr9,d43
1017,hr10,d43
1018,hr11,d43
1019,hr12,d43
1020,hr13,d43
1021,hr14,d43
1022,hr15,d43
1023,hr16,d43
1024,hr17,d43
1025,hr18,d43
1026,hr19,d43
1027,hr20,d43
1028,hr21,d43
1029,hr22,d43
1030,hr23,d43
1031,hr24,d43
1032,hr1,d44
1033,hr2,d44
1034,hr3,d44
1035,hr4,d44
1036,hr5,d44
1037,hr6,d44
1038,hr7,d44
1039,hr8,d44
1040,hr9,d44
1041,hr10,d44
1042,hr11,d44
1043,hr12,d44
1044,hr13,d44
1045,hr14,d44
1046,hr15,d44
1047,hr16,d44
1048,hr17,d44
1049,hr18,d44
1050,hr19,d44
1051,hr20,d44
1052,hr21,d44
1053,hr22,d44
1054,hr23,d44
1055,hr24,d44
1056,hr1,d45
1057,hr2,d45
1058,hr3,d45
1059,hr4,d45
1060,hr5,d45
1061,hr6,d45
1062,hr7,d45
1063,hr8,d45
1064,hr9,d45
1065,hr10,d45
1066,hr11,d45
1067,hr12,d45
1068,hr13,d45
1069,hr14,d45
1070,hr15,d45
1071,hr16,d45
1072,hr17,d45
1073,hr18,d45
1074,hr19,d45
1075,hr20,d45
1076,hr21,d45
1077,hr22,d45
1078,hr23,d45
1079,hr24,d45
1080,hr1,d46
1081,hr2,d46
1082,hr3,d46
1083,hr4,d46
1084,hr5,d46
1085,hr6,d46
1086,hr7,d46
1087,hr8,d46
1088,hr9,d46
1089,hr10,d46
1090,hr11,d46
1091,hr12,d46
1092,hr13,d46
1093,hr14,d46
1094,hr15,d46
1095,hr16,d46
1096,hr17,d46
1097,hr18,d46
1098,hr19,d46
1099,hr20,d46
1100,hr21,d46
1101,hr22,d46
1102,hr23,d46
1103,hr24,d46
1104,hr1,d47
1105,hr2,d47
1106,hr3,d47
1107,hr4,d47
1108,hr5,d47
1109,hr6,d47
1110,hr7,d47
1111,hr8,d47
1112,hr9,d47
1113,hr10,d47
1114,hr11,d47
1115,hr12,d47
1116,hr13,d47
1117,hr14,d47
1118,hr15,d47
1119,hr16,d47
1120,hr17,d47
1121,hr18,d47
1122,hr19,d47
1123,hr20,d47
1124,hr21,d47
1125,hr22,d47
1126,hr23,d47
1127,hr24,d47
1128,hr1,d48
1129,hr2,d48
1130,hr3,d48
1131,hr4,d48
1132,hr5,d48
1133,hr6,d48
1134,hr7,d48
1135,hr8,d48
1136,hr9,d48
1137,hr10,d48
1138,hr11,d48
1139,hr12,d48
1140,hr13,d48
1141,hr14,d48
1142,hr15,d48
1143,hr16,d48
1144,hr17,d48
1145,hr18,d48
1146,hr19,d48
1147,hr20,d48
1148,hr21,d48
1149,hr22,d48
1150,hr23,d48
1151,hr24,d48
1152,hr1,d49
1153,hr2,d49
1154,hr3,d49
1155,hr4,d49
1156,hr5,d49
1157,hr6,d49
1158,hr7,d49
1159,hr8,d49
1160,hr9,d49
1161,hr10,d49
1162,hr11,d49
1163,hr12,d49
1164,hr13,d49
1165,hr14,d49
1166,hr15,d49
1167,hr16,d49
1168,hr17,d49
1169,hr18,d49
1170,hr19,d49
1171,hr20,d49
1172,hr21,d49
1173,hr22,d49
1174,hr23,d49
1175,hr24,d49
1176,hr1,d50
1177,hr2,d50
1178,hr3,d50
1179,hr4,d50
1180,hr5,d50
1181,hr6,d50
1182,hr7,d50
1183,hr8,d50
1184,hr9,d50
1185,hr10,d50
1186,hr11,d50
1187,hr12,d50
1188,hr13,d50
1189,hr14,d50
1190,hr15,d50
1191,hr16,d50
1192,hr17,d50
1193,hr18,d50
1194,hr19,d50
1195,hr20,d50
1196,hr21,d50
1197,hr22,d50
1198,hr23,d50
1199,hr24,d50
1200,hr1,d51
1201,hr2,d51
1202,hr3,d51
1203,hr4,d51
1204,hr5,d51
1205,hr6,d51
1206,hr7,d51
1207,hr8,d51
1208,hr9,d51
1209,hr10,d51
1210,hr11,d51
1211,hr12,d51
1212,hr13,d51
1213,hr14,d51
1214,hr15,d51
1215,hr16,d51
1216,hr17,d51
1217,hr18,d51
1218,hr19,d51
1219,hr20,d51
1220,hr21,d51
1221,hr22,d51
1222,hr23,d51
1223,hr24,d51
1224,hr1,d52
1225,hr2,d52
1226,hr3,d52
1227,hr4,d52
1228,hr5,d52
1229,hr6,d52
1230,hr7,d52
1231,hr8,d52
1232,hr9,d52
1233,hr10,d52
1234,hr11,d52
1235,hr12,d52
1236,hr13,d52
1237,hr14,d52
1238,hr15,d52
1239,hr16,d52
1240,hr17,d52
1241,hr18,d52
1242,hr19,d52
1243,hr20,d52
1244,hr21,d52
1245,hr22,d52
1246,hr23,d52
1247,hr24,d52
1248,hr1,d53
1249,hr2,d53
1250,hr3,d53
1251,hr4,d53
1252,hr5,d53
1253,hr6,d53
1254,hr7,d53
1255,hr8,d53
1256,hr9,d53
1257,hr10,d53
1258,hr11,d53
1259,hr12,d53
1260,hr13,d53
1261,hr14,d53
1262,hr15,d53
1263,hr16,d53
1264,hr17,d53
1265,hr18,d53
1266,hr19,d53
1267,hr20,d53
1268,hr21,d53
1269,hr22,d53
1270,hr23,d53
1271,hr24,d53
1272,hr1,d54
1273,hr2,d54
1274,hr3,d54
1275,hr4,d54
1276,hr5,d54
1277,hr6,d54
1278,hr7,d54
1279,hr8,d54
1280,hr9,d54
1281,hr10,d54
1282,hr11,d54
1283,hr12,d54
1284,hr13,d54
1285,hr14,d54
1286,hr15,d54
1287,hr16,d54
1288,hr17,d54
1289,hr18,d54
1290,hr19,d54
1291,hr20,d54
1292,hr21,d54
1293,hr22,d54
1294,hr23,d54
1295,hr24,d54
1296,hr1,d55
1297,hr2,d55
1298,hr3,d55
1299,hr4,d55
1300,hr5,d55
1301,hr6,d55
1302,hr7,d55
1303,hr8,d55
1304,hr9,d55
1305,hr10,d55
1306,hr11,d55
1307,hr12,d55
1308,hr13,d55
1309,hr14,d55
1310,hr15,d55
1311,hr16,d55
1312,hr17,d55
1313,hr18,d55
1314,hr19,d55
1315,hr20,d55
1316,hr21,d55
1317,hr22,d55
1318,hr23,d55
1319,hr24,d55
1320,hr1,d56
1321,hr2,d56
1322,hr3,d56
1323,hr4,d56
1324,hr5,d56
1325,hr6,d56
1326,hr7,d56
1327,hr8,d56
1328,hr9,d56
1329,hr10,d56
1330,hr11,d56
1331,hr12,d56
1332,hr13,d56
1333,hr14,d56
1334,hr15,d56
1335,hr16,d56
1336,hr17,d56
1337,hr18,d56
1338,hr19,d56
1339,hr20,d56
1340,hr21,d56
1341,hr22,d56
1342,hr23,d56
1343,hr24,d56
1344,hr1,d57
1345,hr2,d57
1346,hr3,d57
1347,hr4,d57
1348,hr5,d57
1349,hr6,d57
1350,hr7,d57
1351,hr8,d57
1352,hr9,d57
1353,hr10,d57
1354,hr11,d57
1355,hr12,d57
1356,hr13,d57
1357,hr14,d57
1358,hr15,d57
1359,hr16,d57
1360,hr17,d57
1361,hr18,d57
1362,hr19,d57
1363,hr20,d57
1364,hr21,d57
1365,hr22,d57
1366,hr23,d57
1367,hr24,d57
1368,hr1,d58
1369,hr2,d58
1370,hr3,d58
1371,hr4,d58
1372,hr5,d58
1373,hr6,d58
1374,hr7,d58
1375,hr8,d58
1376,hr9,d58
1377,hr10,d58
1378,hr11,d58
1379,hr12,d58
1380,hr13,d58
1381,hr14,d58
1382,hr15,d58
1383,hr16,d58
1384,hr17,d58
1385,hr18,d58
1386,hr19,d58
1387,hr20,d58
1388,hr21,d58
1389,hr22,d58
1390,hr23,d58
1391,hr24,d58
1392,hr1,d59
1393,hr2,d59
1394,hr3,d59
1395,hr4,d59
1396,hr5,d59
1397,hr6,d59
1398,hr7,d59
1399,hr8,d59
1400,hr9,d59
1401,hr10,d59
1402,hr11,d59
1403,hr12,d59
1404,hr13,d59
1405,hr14,d59
1406,hr15,d59
1407,hr16,d59
1408,hr17,d59
1409,hr18,d59
1410,hr19,d59
1411,hr20,d59
1412,hr21,d59
1413,hr22,d59
1414,hr23,d59
1415,hr24,d59
1416,hr1,d60
1417,hr2,d60
1418,hr3,d60
1419,hr4,d60
1420,hr5,d60
1421,hr6,d60
1422,hr7,d60
1423,hr8,d60
1424,hr9,d60
1425,hr10,d60
1426,hr11,d60
1427,hr12,d60
1428,hr13,d60
1429,hr14,d60
1430,hr15,d60
1431,hr16,d60
1432,hr17,d60
1433,hr18,d60
1434,hr19,d60
1435,hr20,d60
1436,hr21,d60
1437,hr22,d60
1438,hr23,d60
1439,hr24,d60
1440,hr1,d61
1441,hr2,d61
1442,hr3,d61
1443,hr4,d61
1444,hr5,d61
1445,hr6,d61
1446,hr7,d61
1447,hr8,d61
1448,hr9,d61
1449,hr10,d61
1450,hr11,d61
1451,hr12,d61
1452,hr13,d61
1453,hr14,d61
1454,hr15,d61
1455,hr16,d61
1456,hr17,d61
1457,hr18,d61
1458,hr19,d61
1459,hr20,d61
1460,hr21,d61
1461,hr22,d61
1462,hr23,d61
1463,hr24,d61
1464,hr1,d62
1465,hr2,d62
1466,hr3,d62
1467,hr4,d62
1468,hr5,d62
1469,hr6,d62
1470,hr7,d62
1471,hr8,d62
1472,hr9,d62
1473,hr10,d62
1474,hr11,d62
1475,hr12,d62
1476,hr13,d62
1477,hr14,d62
1478,hr15,d62
1479,hr16,d62
1480,hr17,d62
1481,hr18,d62
1482,hr19,d62
1483,hr20,d62
1484,hr21,d62
1485,hr22,d62
1486,hr23,d62
1487,hr24,d62
1488,hr1,d63
1489,hr2,d63
1490,hr3,d63
1491,hr4,d63
1492,hr5,d63
1493,hr6,d63
1494,hr7,d63
1495,hr8,d63
1496,hr9,d63
